"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27"
27,NA,NA,NA,NA,NA,NA,"Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
28,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
29,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
30,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
31,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
32,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
33,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
34,NA,NA,NA,"Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
35,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester"
36,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester"
37,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle"
38,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle"
39,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle"
40,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd"
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man Utd"
42,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd"
43,NA,NA,NA,"Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd"
44,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool"
45,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool"
46,NA,"West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool"
47,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton"
48,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton"
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton"
50,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley"
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley"
52,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley"
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal"
54,"Newcastle","Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal"
55,"Newcastle","Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal"
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal"
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham"
58,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham"
59,NA,NA,NA,"Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham"
60,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham"
61,"Bournemouth","Burnley","Stoke","Brighton","West Ham","Arsenal","Watford","Leicester","Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea"
62,"Bournemouth","Burnley","Stoke","Brighton","West Ham","Arsenal","Watford","Leicester","Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea"
63,NA,NA,NA,NA,NA,NA,NA,NA,"Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea"
64,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford"
65,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford"
66,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford"
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford"
68,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
69,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
71,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
72,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
73,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
74,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
75,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
77,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
78,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
79,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham"
80,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke"
81,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke"
82,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke"
83,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke"
84,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke"
85,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke"
86,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke"
87,NA,NA,NA,"West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke"
88,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke"
89,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield"
90,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield"
91,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield"
92,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield"
93,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield"
